CI_Name,CI_Cat,CI_Subcat,WBS,Incident_ID,Status,Impact,Urgency,Priority,number_cnt,Category,KB_number,Alert_Status,No_of_Reassignments,Open_Time,Reopen_Time,Resolved_Time,Close_Time,Handle_Time_hrs,Closure_Code,No_of_Related_Interactions,Related_Interaction,No_of_Related_Incidents,No_of_Related_Changes,Related_Change
SBA000263,application,"Server Based Application",WBS000072,IM0015133,Closed,5,5,5,0.894641542,"request for information",KM0001116,closed,0,"19-11-2013 15:55","22-11-2013 09:52","22-11-2013 09:54","22-11-2013 09:54","1,06,25,83,333",Other,2,#MULTIVALUE,,,
SBA000464,application,"Server Based Application",WBS000073,IM0015134,Closed,4,4,4,0.067161498,incident,KM0001414,closed,1,"19-11-2013 16:09",,"06-12-2013 10:15","06-12-2013 10:16","1,29,91,66,667",Software,18,#MULTIVALUE,,,
SBA000607,application,"Server Based Application",WBS000263,IM0015135,Closed,4,4,4,0.96200146,incident,KM0001106,closed,1,"19-11-2013 16:18",,"21-11-2013 11:39","21-11-2013 11:39","1,63,55,27,778",Other,1,SD0042958,,,
WBA000018,application,"Web Based Application",WBS000073,IM0015136,Closed,4,4,4,0.087632524,incident,KM0000720,closed,0,"19-11-2013 16:27",,"20-11-2013 08:58","20-11-2013 08:58","3,01,38,88,889",Other,1,SD0042959,,,
SBA000607,application,"Server Based Application",WBS000263,IM0015137,Closed,4,4,4,0.483234027,incident,KM0001106,closed,17,"19-11-2013 16:28",,"27-12-2013 13:56","27-12-2013 13:57","2,70,48,08,333",Other,1,SD0042954,1,1,C00009722
SBA000659,application,"Server Based Application",WBS000128,IM0015138,Closed,4,4,4,0.099729055,incident,KM0002059,closed,0,"19-11-2013 16:46","21-11-2013 09:23","21-11-2013 10:57","21-11-2013 10:57","5,34,05,55,556",Software,2,#MULTIVALUE,,,
SUB000456,subapplication,"Web Based Application",WBS000073,IM0015139,Closed,4,4,4,0.751651174,incident,KM0000748,closed,0,"19-11-2013 16:57",,"20-11-2013 08:10","20-11-2013 08:10","1,71,86,11,111",Software,1,SD0042966,,,
WBA000058,application,"Web Based Application",WBS000073,IM0015140,Closed,4,4,4,0.496295626,incident,KM0001685,closed,0,"19-11-2013 17:31",,"20-11-2013 07:53","20-11-2013 07:53","0,863333333",Other,1,SD0042971,,,
CBD000642,computer,"Banking Device",WBS000146,IM0015141,Closed,2,2,2,0.489973785,incident,KM0000274,closed,0,"19-11-2013 18:32",,,"20-11-2013 11:04","1,65,42,77,778",,1,SD0042975,,,
CBD000520,computer,"Banking Device",WBS000146,IM0015142,Closed,2,2,2,0.069382585,incident,KM0000493,closed,4,"20-11-2013 05:12",,,"20-11-2013 14:45","8,72,94,44,444",,1,SD0042976,,,
SUB000113,subapplication,"Server Based Application",WBS000095,IM0015143,Closed,5,5,5,0.317857365,"request for information",KM0000225,closed,0,"20-11-2013 07:31",,"20-11-2013 10:24","20-11-2013 10:24","2,88,83,33,333",Data,2,#MULTIVALUE,,,
CBD000978,computer,"Banking Device",WBS000016,IM0015144,Closed,4,4,4,0.224089971,"request for information",KM0000419,closed,1,"20-11-2013 08:00",,"20-11-2013 15:33","20-11-2013 15:34","7,56,02,77,778",Software,1,SD0042981,,,
SBA000607,application,"Server Based Application",WBS000263,IM0015145,Closed,4,4,4,0.333054968,incident,KM0000592,closed,2,"20-11-2013 09:13",,"20-11-2013 13:02","20-11-2013 13:02","3,81,36,11,111",Other,1,SD0043004,,,
SBA000659,application,"Server Based Application",WBS000128,IM0015146,Closed,4,4,4,0.924850606,incident,KM0002059,closed,0,"20-11-2013 09:14",,"20-11-2013 09:35","20-11-2013 09:35","0,335555556",Software,1,SD0043003,,,
CBD000682,computer,"Banking Device",WBS000146,IM0015147,Closed,2,2,2,0.902468,incident,KM0000274,closed,0,"20-11-2013 09:32",,,"20-11-2013 13:24","3,86,52,77,778",,1,SD0043233,,,
WBA000011,application,"Web Based Application",WBS000152,IM0015148,Closed,5,5,5,0.031936767,incident,KM0000081,closed,0,"20-11-2013 09:35",,"20-11-2013 10:47","20-11-2013 10:49","12,375",Software,1,SD0043227,,,
SBA000659,application,"Server Based Application",WBS000128,IM0015149,Closed,4,4,4,0.011372493,incident,KM0002059,closed,0,"20-11-2013 09:35",,"20-11-2013 10:02","20-11-2013 10:10","0,576666667",Other,1,SD0043235,,,
SAN000182,storage,SAN,WBS000128,IM0015152,Closed,4,4,4,0.701651061,incident,KM0002125,closed,0,"20-11-2013 09:46",,"21-11-2013 07:56","21-11-2013 07:57","8,68,13,88,889","User error",1,SD0043234,,,
WBA000060,application,"Web Based Application",WBS000073,IM0015153,Closed,4,4,4,0.439496851,incident,KM0000828,closed,1,"20-11-2013 09:48",,"28-11-2013 15:04","28-11-2013 15:04","1,20,85,83,333","No error - works as designed",1,SD0043232,,,
WBA000144,application,"Web Based Application",WBS000318,IM0015154,Closed,5,5,5,0.695119715,incident,KM0000836,closed,2,"20-11-2013 09:51",,"30-12-2013 09:47","30-12-2013 09:47","2,72,92,47,222","Operator error",1,SD0043238,,,
WBA000058,application,"Web Based Application",WBS000073,IM0015155,Closed,4,4,4,0.490901309,incident,KM0002043,closed,0,"20-11-2013 10:01",,"20-11-2013 11:10","20-11-2013 11:10","1,15,80,55,556",Other,1,SD0043251,,,
SUB000456,subapplication,"Web Based Application",WBS000073,IM0015156,Closed,4,4,4,0.590855103,incident,KM0000751,closed,0,"20-11-2013 10:14",,"20-11-2013 10:53","20-11-2013 10:53","0,658888889","User error",1,SD0043264,,,
SBA000659,application,"Server Based Application",WBS000128,IM0015157,Closed,4,4,4,0.985240541,incident,KM0002059,closed,0,"20-11-2013 10:31",,"20-11-2013 10:55","20-11-2013 10:55","0,398888889",Other,1,SD0043283,,,
WBA000058,application,"Web Based Application",WBS000073,IM0015158,Closed,4,4,4,0.362662857,incident,KM0001962,closed,2,"20-11-2013 10:38",,"22-11-2013 08:37","22-11-2013 08:37","18,985",Software,1,SD0043282,,,
APP000005,application,Citrix,WBS000292,IM0015159,Closed,4,4,4,0.601728239,incident,KM0001060,closed,0,"19-11-2013 17:47",,"19-11-2013 17:59","19-11-2013 17:59","0,200833333",Software,1,SD0042949,,,
SBA000017,application,"Server Based Application",WBS000099,IM0015160,Closed,4,4,4,0.571327458,incident,KM0002005,closed,2,"20-11-2013 08:21",,"28-11-2013 08:21","28-11-2013 08:21","3,91,47,22,222","No error - works as designed",1,SD0043157,,,
SUB000113,subapplication,"Server Based Application",WBS000095,IM0015161,Closed,5,5,5,0.286489294,"request for information",KM0000226,closed,0,"20-11-2013 08:30",,"20-11-2013 08:40","20-11-2013 08:40","0,165833333",Other,1,SD0043158,,,
SBA000607,application,"Server Based Application",WBS000263,IM0015162,Closed,3,3,3,0.931694671,incident,KM0001132,closed,2,"20-11-2013 08:31",,"20-11-2013 11:29","20-11-2013 11:29","2,96,13,88,889",Other,1,SD0043159,,,
SUB000443,subapplication,"Web Based Application",WBS000125,IM0015163,Closed,5,5,5,0.902220723,incident,KM0001158,closed,0,"20-11-2013 08:40",,"20-11-2013 09:56","20-11-2013 09:56","1,26,30,55,556","No error - works as designed",1,SD0043162,,,
ADB000010,database,Database,WBS000239,IM0015164,Closed,3,3,3,0.768542401,incident,KM0000940,closed,0,"20-11-2013 08:48",,"20-11-2013 09:21","20-11-2013 09:21","0,556111111",Unknown,1,SD0043166,,,
SAP000004,application,SAP,WBS000271,IM0015165,Closed,5,5,5,0.373967144,"request for information",KM0001382,closed,0,"20-11-2013 08:57",,"20-11-2013 09:10","20-11-2013 09:10","0,225833333",Other,1,SD0043172,,,
PRN000140,officeelectronics,Printer,WBS000096,IM0015166,Closed,4,4,4,0.633263952,incident,KM0001544,closed,0,"20-11-2013 08:58",,"20-11-2013 09:09","20-11-2013 09:09","0,187777778",Software,1,SD0043169,,,
MON00020,displaydevice,Monitor,WBS000091,IM0015167,Closed,4,4,4,0.854402762,incident,KM0000316,closed,0,"20-11-2013 09:19",,"20-11-2013 16:02","20-11-2013 16:02","6,71,69,44,444",Hardware,1,SD0043182,,,
SBA000263,application,"Server Based Application",WBS000072,IM0015168,Closed,5,5,5,0.809088192,"request for information",KM0001113,closed,6,"20-11-2013 09:20",,"25-11-2013 10:30","25-11-2013 10:30","3,26,60,55,556",Other,1,SD0043186,,,
SBA000423,application,"Server Based Application",WBS000054,IM0015169,Closed,5,5,5,0.796833708,"request for information",KM0001120,closed,0,"20-11-2013 09:34",,"20-11-2013 09:37","20-11-2013 09:37","0,046666667",Other,1,SD0043193,,,
SBA000263,application,"Server Based Application",WBS000072,IM0015170,Closed,5,5,5,0.51280184,"request for information",KM0001116,closed,0,"20-11-2013 09:38",,"20-11-2013 09:39","20-11-2013 09:39","0,015",Other,1,SD0043198,,,
WBA000060,application,"Web Based Application",WBS000073,IM0015171,Closed,4,4,4,0.784147569,incident,KM0000825,closed,2,"20-11-2013 09:40",,"28-11-2013 15:01","28-11-2013 15:01","6,31","No error - works as designed",1,SD0043192,,,
SAP000004,application,SAP,WBS000271,IM0015172,Closed,5,5,5,0.491123876,"request for information",KM0001264,closed,0,"20-11-2013 09:43",,"20-11-2013 09:45","20-11-2013 09:45","0,025",Other,1,SD0043202,,,
WBA000060,application,"Web Based Application",WBS000073,IM0015173,Closed,4,4,4,0.779078771,incident,KM0000827,closed,1,"20-11-2013 09:48",,"21-11-2013 08:34","21-11-2013 08:34","9,27,44,44,444","User error",1,SD0043199,,,
SBA000462,application,"Server Based Application",WBS000073,IM0015174,Closed,4,4,4,0.38141808,incident,KM0001455,closed,1,"20-11-2013 09:49",,"20-11-2013 10:16","20-11-2013 10:16","0,448055556",Software,1,SD0043197,,,
SBA000017,application,"Server Based Application",WBS000099,IM0015175,Closed,4,4,4,0.381164698,incident,KM0002005,closed,0,"20-11-2013 09:49",,"20-11-2013 10:20","20-11-2013 10:20","0,511666667",Unknown,1,SD0043183,,,
SUB000456,subapplication,"Web Based Application",WBS000073,IM0015176,Closed,4,4,4,0.319348371,incident,KM0001355,closed,0,"20-11-2013 10:00",,"20-11-2013 11:46","20-11-2013 11:47","1,76,77,77,778",Other,1,SD0043207,,,
WBA000133,application,"Web Based Application",WBS000073,IM0015177,Closed,3,3,3,0.81434612,incident,KM0001931,closed,0,"20-11-2013 10:02",,"21-11-2013 10:07","21-11-2013 10:07","1,02,00,55,556",Other,1,SD0043205,,,
DTA000025,application,"Desktop Application",WBS000110,IM0015178,Closed,5,5,5,0.877037676,"request for information",KM0000897,closed,0,"20-11-2013 10:20",,"20-11-2013 10:36","20-11-2013 10:36","0,268333333","No error - works as designed",1,SD0043219,,,
SBA000263,application,"Server Based Application",WBS000072,IM0015179,Closed,5,5,5,0.624606814,"request for information",KM0001108,closed,0,"20-11-2013 10:21",,"20-11-2013 10:24","20-11-2013 10:24","0,050833333",Other,1,SD0043221,,,
SBA000263,application,"Server Based Application",WBS000072,IM0015180,Closed,5,5,5,0.582106515,"request for information",KM0001113,closed,0,"20-11-2013 10:26",,"20-11-2013 10:32","20-11-2013 10:33","0,106111111",Other,1,SD0043223,,,
LAP000002,computer,Laptop,WBS000091,IM0015181,Closed,4,4,4,0.536981937,incident,KM0002031,closed,1,"20-11-2013 10:29",,"22-11-2013 10:43","22-11-2013 10:43","2,12,31,66,667",Software,1,SD0043222,,,
WBA000058,application,"Web Based Application",WBS000073,IM0015182,Closed,4,4,4,0.172883977,incident,KM0002043,closed,0,"20-11-2013 10:32",,"20-11-2013 11:16","20-11-2013 11:36","1,06,41,66,667",Other,1,SD0043224,,,
SBA000607,application,"Server Based Application",WBS000263,IM0015183,Closed,4,4,4,0.295197317,incident,KM0001106,closed,3,"20-11-2013 10:39",,"26-11-2013 08:41","26-11-2013 08:41","4,00,47,77,778",Other,1,SD0043457,,,
SBA000263,application,"Server Based Application",WBS000072,IM0015184,Closed,5,5,5,0.073853892,"request for information",KM0001104,closed,0,"20-11-2013 10:39",,"20-11-2013 10:42","20-11-2013 10:42","0,056388889",Other,1,SD0043459,,,
SBA000607,application,"Server Based Application",WBS000263,IM0015185,Closed,5,5,5,0.297752021,incident,KM0001106,closed,1,"20-11-2013 10:41",,"20-11-2013 14:14","20-11-2013 14:15","3,55,94,44,444",Other,1,SD0043461,,,
WBA000103,application,"Web Based Application",WBS000073,IM0015186,Closed,4,4,4,0.007015731,incident,KM0001624,closed,0,"20-11-2013 10:58",,"20-11-2013 11:18","20-11-2013 11:19","0,339444444",Software,1,SD0043471,,,
SBA000607,application,"Server Based Application",WBS000263,IM0015187,Closed,5,5,5,0.177988704,incident,KM0001106,closed,3,"20-11-2013 11:03",,"03-12-2013 08:42","03-12-2013 08:42","9,21,46,66,667",Other,1,SD0043472,1,,
SUB000113,subapplication,"Server Based Application",WBS000095,IM0015188,Closed,5,5,5,0.899528692,"request for information",KM0000226,closed,0,"20-11-2013 11:04",,"20-11-2013 11:31","20-11-2013 11:31","0,443888889",Other,1,SD0043470,,,
SBA000131,application,"Server Based Application",WBS000023,IM0015189,Closed,3,3,3,0.845176879,incident,KM0000940,closed,0,"20-11-2013 11:14",,"20-11-2013 11:41","20-11-2013 11:41","0,46",Other,1,SD0043482,,,
SBA000609,application,"Server Based Application",WBS000263,IM0015190,Closed,5,5,5,0.814017742,"request for information",KM0001825,closed,1,"20-11-2013 11:20",,"06-12-2013 17:03","06-12-2013 17:03","9,25,87,77,778",Questions,1,SD0043486,,,
SBA000462,application,"Server Based Application",WBS000073,IM0015191,Closed,4,4,4,0.576265252,incident,KM0002144,closed,0,"20-11-2013 11:25",,"20-11-2013 12:41","20-11-2013 12:41","1,26,69,44,444","No error - works as designed",1,SD0043481,,,
ADB000010,database,Database,WBS000239,IM0015192,Closed,3,3,3,0.253485675,incident,KM0000940,closed,0,"20-11-2013 09:16",,"20-11-2013 09:28","20-11-2013 09:28","0,197777778",Software,1,SD0043066,,,
SBA000173,application,"Server Based Application",WBS000163,IM0015193,Closed,3,3,3,0.869100433,incident,KM0000940,closed,0,"20-11-2013 09:17",,"20-11-2013 09:33","20-11-2013 09:34","0,275277778",Unknown,1,SD0043043,,,
CBD000850,computer,"Banking Device",WBS000146,IM0015194,Closed,4,4,4,0.159530163,incident,KM0000273,closed,3,"20-11-2013 09:20",,"20-11-2013 13:17","20-11-2013 13:18","3,965",Software,1,SD0043067,,,
SUB000456,subapplication,"Web Based Application",WBS000073,IM0015195,Closed,4,4,4,0.711829416,incident,KM0001179,closed,0,"20-11-2013 09:21",,"20-11-2013 10:35","20-11-2013 10:36","1,24,94,44,444","Operator error",1,SD0043069,,,
SBA000747,application,"Server Based Application",WBS000326,IM0015196,Closed,NS,3,NA,0.834451153,incident,KM0001490,closed,8,"20-11-2013 09:22","27-11-2013 10:59","02-12-2013 09:09","02-12-2013 09:09","1,04,89,16,667",Other,2,#MULTIVALUE,,,
WBA000034,application,"Web Based Application",WBS000277,IM0015197,Closed,3,3,3,0.802542185,incident,KM0000953,closed,1,"20-11-2013 09:22",,"20-11-2013 14:08","20-11-2013 14:10","4,80,86,11,111",Software,1,SD0043064,,,
SBA000665,application,"Server Based Application",WBS000122,IM0015198,Closed,5,5,5,0.018408076,incident,KM0000602,closed,0,"20-11-2013 09:24",,"06-12-2013 09:57","06-12-2013 09:57","2,82,33,33,333",Other,1,SD0043070,,,
SBA000617,application,"Server Based Application",WBS000199,IM0015199,Closed,3,3,3,0.045220113,incident,KM0000940,closed,0,"20-11-2013 09:31",,"20-11-2013 09:35","20-11-2013 09:35","0,077222222",Software,1,SD0043312,,,
SBA000759,application,"Server Based Application",WBS000296,IM0015200,Closed,5,5,5,0.655041952,"request for information",KM0001032,closed,2,"20-11-2013 09:40",,"20-11-2013 16:55","20-11-2013 16:56","7,25,69,44,444",Data,1,SD0043071,,,
SBA000759,application,"Server Based Application",WBS000296,IM0015201,Closed,5,5,5,0.136571969,"request for information",KM0001032,closed,3,"20-11-2013 09:45",,"21-11-2013 18:12","21-11-2013 18:12","1,87,36,38,889",Inquiry,1,SD0043323,,,
SBA000464,application,"Server Based Application",WBS000073,IM0015202,Closed,4,4,4,0.138216366,incident,KM0001797,closed,2,"20-11-2013 09:50","21-11-2013 09:52","22-11-2013 13:14","22-11-2013 13:15","2,41,57,22,222",Unknown,2,#MULTIVALUE,,,
WBA000058,application,"Web Based Application",WBS000073,IM0015203,Closed,4,4,4,0.477479054,incident,KM0002043,closed,0,"20-11-2013 09:54",,"20-11-2013 16:02","20-11-2013 16:02","6,13,83,33,333",Software,1,SD0043073,,,
DTA000057,application,"Desktop Application",WBS000094,IM0015204,Closed,5,5,5,0.528646402,incident,KM0001655,closed,0,"20-11-2013 09:56",,"02-12-2013 09:10","02-12-2013 09:10","1,57,51,38,889",Software,1,SD0043332,,,
SUB000424,subapplication,"Web Based Application",WBS000073,IM0015205,Closed,4,4,4,0.773706111,incident,KM0000702,closed,0,"20-11-2013 10:01",,"20-11-2013 12:28","20-11-2013 12:28","2,46,30,55,556",Unknown,1,SD0043333,,,
LAP000578,computer,Laptop,WBS000091,IM0015206,Closed,5,5,5,0.06985756,incident,KM0000315,closed,1,"20-11-2013 10:06",,"21-11-2013 14:31","21-11-2013 14:31","0,012777778",Hardware,1,SD0043340,,,
SUB000523,subapplication,"Web Based Application",WBS000073,IM0015207,Closed,4,4,4,0.96042049,incident,KM0000815,closed,0,"20-11-2013 10:32",,"20-11-2013 11:51","20-11-2013 11:51","1,32,02,77,778",Software,1,SD0043348,,,
SUB000424,subapplication,"Web Based Application",WBS000073,IM0015208,Closed,4,4,4,0.469069064,incident,KM0000702,closed,0,"20-11-2013 10:39",,"20-11-2013 12:34","20-11-2013 12:34","1,92,97,22,222",Other,1,SD0043365,,,
SAN000182,storage,SAN,WBS000128,IM0015209,Closed,4,4,4,0.889254488,incident,KM0002126,closed,0,"20-11-2013 10:43",,,"21-11-2013 09:17","9,07,30,55,556",Other,1,SD0043369,,,
SBA000462,application,"Server Based Application",WBS000073,IM0015210,Closed,4,4,4,0.298757157,incident,KM0001773,closed,3,"20-11-2013 10:44",,"28-11-2013 14:47","28-11-2013 14:48","1,44,70,55,556",Data,2,#MULTIVALUE,,,
NET000428,networkcomponents,"Network Component",WBS000280,IM0015211,Closed,3,3,3,0.563577005,incident,KM0000963,closed,0,"20-11-2013 10:45",,"20-11-2013 14:29","20-11-2013 14:29","3,505",Other,1,SD0043373,,,
SUB000456,subapplication,"Web Based Application",WBS000073,IM0015212,Closed,4,4,4,0.633820236,incident,KM0000767,closed,2,"20-11-2013 10:46",,"21-11-2013 08:36","21-11-2013 08:36","8,33,61,11,111",Software,1,SD0043368,,,
SBA000462,application,"Server Based Application",WBS000073,IM0015213,Closed,4,4,4,0.434049437,incident,KM0001364,closed,0,"20-11-2013 10:48",,"20-11-2013 15:30","20-11-2013 15:30","4,70,80,55,556",Software,1,SD0043366,,,
WBA000103,application,"Web Based Application",WBS000073,IM0015215,Closed,4,4,4,0.173514041,incident,KM0001079,closed,0,"20-11-2013 10:56",,"20-11-2013 15:38","20-11-2013 15:38","4,70,83,33,333",Other,1,SD0043377,,,
CBA000014,application,"Client Based Application",WBS000073,IM0015216,Closed,5,5,5,0.395258218,incident,KM0001707,closed,0,"20-11-2013 11:01",,"20-11-2013 15:36","20-11-2013 15:36","4,595","User manual not used",1,SD0043379,,,
WBA000144,application,"Web Based Application",WBS000318,IM0015217,Closed,4,5,4,0.881300995,incident,KM0000711,closed,4,"20-11-2013 11:05",,"05-12-2013 14:55","05-12-2013 14:55","1,00,32,27,778",Software,1,SD0043384,,,
SBA000173,application,"Server Based Application",WBS000163,IM0015218,Closed,3,3,3,0.881634285,incident,KM0000940,closed,0,"20-11-2013 11:12",,"20-11-2013 11:44","20-11-2013 11:44","0,528611111",Unknown,1,SD0043390,,,
SBA000288,application,"Server Based Application",WBS000191,IM0015219,Closed,4,4,4,0.981690948,incident,KM0000263,closed,0,"20-11-2013 11:15",,"20-11-2013 15:30","20-11-2013 15:31","4,27,30,55,556",Other,1,SD0043598,,,
SUB000456,subapplication,"Web Based Application",WBS000073,IM0015220,Closed,4,4,4,0.576666486,incident,KM0001712,closed,0,"20-11-2013 11:16",,"20-11-2013 13:04","20-11-2013 13:04","1,80,80,55,556","User error",1,SD0043393,,,
SUB000456,subapplication,"Web Based Application",WBS000073,IM0015221,Closed,4,4,4,0.697702758,incident,KM0001712,closed,0,"20-11-2013 11:16",,"20-11-2013 13:09","20-11-2013 13:09","1,88,11,11,111","User error",1,SD0043389,,,
SUB000456,subapplication,"Web Based Application",WBS000073,IM0015222,Closed,4,4,4,0.534609741,incident,KM0001712,closed,0,"20-11-2013 11:19",,"20-11-2013 13:14","20-11-2013 13:14","1,91,55,55,556","User error",1,SD0043392,,,
DTA000031,application,"Desktop Application",WBS000111,IM0015223,Closed,5,5,5,0.034946547,incident,KM0002029,closed,0,"20-11-2013 11:21",,"22-11-2013 13:29","22-11-2013 13:29","2,23,39,72,222",Hardware,1,SD0043601,,,
SBA000360,application,"Server Based Application",WBS000073,IM0015224,Closed,5,5,5,0.217608471,incident,KM0001965,closed,0,"20-11-2013 11:28",,"04-12-2013 10:51","04-12-2013 10:51","2,91,48,61,111",Software,1,SD0043602,,1,C00008222
SUB000456,subapplication,"Web Based Application",WBS000073,IM0015225,Closed,4,4,4,0.954958629,incident,KM0000762,closed,0,"20-11-2013 11:38",,"20-11-2013 12:12","20-11-2013 12:12","0,566388889",Software,1,SD0043613,,,
CBA000014,application,"Client Based Application",WBS000073,IM0015226,Closed,5,5,5,0.416455008,incident,KM0001346,closed,9,"20-11-2013 11:40","26-11-2013 14:39","10-12-2013 16:07","10-12-2013 16:07","1,51,46,05,556",Software,1,SD0043618,,,
SBA000427,application,"Server Based Application",WBS000307,IM0015227,Closed,4,4,4,0.449153016,incident,KM0001859,closed,0,"20-11-2013 11:45",,"20-11-2013 12:29","20-11-2013 12:29","0,735277778","User error",1,SD0043624,,,
SBA000427,application,"Server Based Application",WBS000307,IM0015228,Closed,4,4,4,0.88890956,incident,KM0001859,closed,0,"20-11-2013 11:46",,"20-11-2013 12:33","20-11-2013 12:33","0,780277778","User error",1,SD0043629,,,
WBA000079,application,"Web Based Application",WBS000273,IM0015229,Closed,NS,3,NA,0.45584488,incident,KM0001529,closed,2,"20-11-2013 11:50",,"28-11-2013 08:19","28-11-2013 08:19","10,42","No error - works as designed",1,SD0043608,,,
SBA000079,application,"Server Based Application",WBS000223,IM0015230,Closed,5,5,5,0.411104557,incident,KM0000083,closed,8,"20-11-2013 11:53",,"28-11-2013 11:48","28-11-2013 11:48","6,29,03,61,111",Other,1,SD0043625,,,
SUB000456,subapplication,"Web Based Application",WBS000073,IM0015231,Closed,4,4,4,0.583066114,incident,KM0000741,closed,0,"20-11-2013 11:54",,"20-11-2013 16:23","20-11-2013 16:23","4,48,27,77,778",Other,1,SD0043620,,,
SUB000113,subapplication,"Server Based Application",WBS000095,IM0015232,Closed,5,5,5,0.258292327,"request for information",KM0000226,closed,0,"20-11-2013 12:12",,"20-11-2013 13:32","20-11-2013 13:32","1,33,55,55,556","User error",1,SD0043644,,,
SBA000462,application,"Server Based Application",WBS000073,IM0015233,Closed,4,4,4,0.228694389,incident,KM0001773,closed,1,"20-11-2013 12:16",,"29-11-2013 15:34","29-11-2013 15:34","7,67,91,38,889",Other,1,SD0043646,,,
LAP000002,computer,Laptop,WBS000091,IM0015234,Closed,4,4,4,0.058005115,incident,KM0002031,closed,1,"20-11-2013 12:37",,"22-11-2013 10:50","22-11-2013 10:50","1,92,26,94,444",Other,1,SD0043656,,,
LAP001837,computer,Laptop,WBS000091,IM0015235,Closed,5,5,5,0.836475239,incident,KM0001444,closed,0,"20-11-2013 09:31",,"28-11-2013 12:14","28-11-2013 12:15","0,016666667","No error - works as designed",1,SD0043119,,,
SUB000113,subapplication,"Server Based Application",WBS000095,IM0015236,Closed,5,5,5,0.904520733,"request for information",KM0000226,closed,0,"20-11-2013 09:34",,"20-11-2013 10:06","20-11-2013 10:06","0,542777778",Other,1,SD0043125,,,
SUB000424,subapplication,"Web Based Application",WBS000073,IM0015237,Closed,5,5,5,0.1146602,incident,KM0000703,closed,0,"20-11-2013 09:52",,"20-11-2013 12:36","20-11-2013 12:36","2,74,11,11,111",Other,1,SD0043132,,,
SBA000462,application,"Server Based Application",WBS000073,IM0015238,Closed,4,4,4,0.858098634,incident,KM0001402,closed,1,"20-11-2013 10:04",,"21-11-2013 17:31","21-11-2013 17:31","1,79,61,94,444",Software,1,SD0043147,,,
SUB000442,subapplication,"Web Based Application",WBS000125,IM0015239,Closed,3,3,3,0.518435913,incident,KM0000204,closed,1,"20-11-2013 10:07",,"20-11-2013 12:02","20-11-2013 12:03","1,93,02,77,778",Software,1,SD0043146,1,,
WBA000068,application,"Web Based Application",WBS000171,IM0015240,Closed,4,5,4,0.318480832,incident,KM0000696,closed,2,"20-11-2013 10:16",,"07-01-2014 09:41","07-01-2014 09:41","3,09,17,52,778",Other,1,SD0043151,,,
PRN000057,officeelectronics,Printer,WBS000096,IM0015241,Closed,4,4,4,0.965943439,incident,KM0000560,closed,0,"20-11-2013 10:27",,"20-11-2013 12:01","20-11-2013 12:01","1,56,05,55,556",Software,1,SD0043397,,,
LAP000002,computer,Laptop,WBS000091,IM0015242,Closed,4,4,4,0.419077334,incident,KM0001934,closed,3,"20-11-2013 10:29",,"20-11-2013 11:15","20-11-2013 11:16","0,768055556",Software,1,SD0043401,,,
SUB000479,subapplication,"Web Based Application",WBS000015,IM0015243,Closed,4,4,4,0.438307877,incident,KM0000453,closed,0,"20-11-2013 10:31",,"21-11-2013 11:47","21-11-2013 11:47","0,278333333",Software,1,SD0043400,,,
SWT000182,networkcomponents,Switch,WBS000281,IM0015244,Closed,NS,3,NA,0.988372749,incident,KM0000963,closed,0,"20-11-2013 10:45",,"25-11-2013 12:44","25-11-2013 12:45","3,47,41,66,667",Other,1,SD0043411,,,
WBA000144,application,"Web Based Application",WBS000318,IM0015245,Closed,4,4,4,0.649387456,incident,KM0000839,closed,0,"20-11-2013 10:51",,"20-11-2013 16:00","20-11-2013 16:00","5,13,72,22,222",Software,1,SD0043410,,,
SBA000607,application,"Server Based Application",WBS000263,IM0015246,Closed,4,4,4,0.946367394,incident,KM0001106,closed,9,"20-11-2013 10:58","26-11-2013 10:35","27-11-2013 09:50","27-11-2013 09:50","1,75,00,55,556",Other,2,#MULTIVALUE,,,
SUB000426,subapplication,"Web Based Application",WBS000073,IM0015247,Closed,4,4,4,0.19952302,incident,KM0001635,closed,1,"20-11-2013 11:00",,"21-11-2013 10:44","21-11-2013 10:44","4,82,08,33,333",Software,1,SD0043419,,,
SUB000456,subapplication,"Web Based Application",WBS000073,IM0015248,Closed,4,4,4,0.3799597,incident,KM0002041,closed,0,"20-11-2013 11:03",,"20-11-2013 11:48","20-11-2013 11:48","0,748888889",Other,1,SD0043422,,,
WSR000267,computer,"Windows Server",WBS000097,IM0015249,Closed,4,5,4,0.859186182,"request for information",KM0001166,closed,0,"20-11-2013 11:06",,,"20-11-2013 12:23","1,28,77,77,778",Other,1,SD0043420,,,
WBA000058,application,"Web Based Application",WBS000073,IM0015250,Closed,4,4,4,0.130100906,incident,KM0002043,closed,0,"20-11-2013 11:10",,"20-11-2013 11:43","20-11-2013 11:43","0,536388889",Other,1,SD0043427,,,
SBA000054,application,"Server Based Application",WBS000013,IM0015251,Closed,3,3,3,0.496987997,incident,KM0000052,closed,0,"20-11-2013 11:11",,"20-11-2013 11:49","20-11-2013 11:49","0,636111111",Unknown,1,SD0043425,,,
SBA000834,application,"Server Based Application",WBS000223,IM0015252,Closed,4,4,4,0.162257204,incident,KM0001308,closed,0,"20-11-2013 11:16",,"22-11-2013 13:25","22-11-2013 13:25","2,31,47,22,222",Other,1,SD0043429,,,
